ID,Date,SalePrice,PropertyID,PropertyType,Bedrooms,Bathrooms,SqFtTotLiving,SqFtLot,YrBuilt
13761,6/27/06,725000,4039000290,Single Family,5,2.75,2980,8571,1962
13762,2/7/07,450000,4039100060,Single Family,3,1.75,1350,10318,1963
13763,7/11/08,580000,4039100350,Single Family,4,2.25,2340,8105,1963
13764,12/12/07,430000,4039300520,Single Family,3,1.75,1380,8719,1962
13765,5/12/06,455000,4039300740,Single Family,11,6.5,6680,8779,2009
13766,4/21/08,485000,4039400410,Single Family,4,1.75,1820,8938,1960
13767,7/11/06,340000,4039500220,Single Family,3,1.75,1030,8269,1961
13768,1/30/07,420500,4039500220,Single Family,3,1.75,1030,8269,1961
13769,6/13/07,513615,4039500270,Single Family,3,1.75,1380,8425,1961
13770,5/16/06,480000,4039500420,Single Family,4,2.5,2470,7854,1961
13771,11/21/07,569000,4039500450,Single Family,5,2,2320,7700,1961
13772,6/29/06,900000,4039700160,Single Family,8,4.5,3830,9693,1967
13773,3/29/06,810000,4039700530,Single Family,3,2.5,3490,9348,1981
13774,8/25/08,650000,4039700650,Single Family,6,3.75,3300,11060,1967
13775,1/4/06,730000,4039700840,Single Family,4,3,3170,10152,1967
13776,12/15/11,435000,4039800110,Single Family,3,2.5,2180,19843,1981
13777,7/20/10,550000,4039800180,Single Family,4,2.25,2660,22194,1977
13778,7/10/06,695000,4039800200,Single Family,3,1.75,2270,18135,1978
13779,4/28/11,404562,4040100600,Single Family,3,2.25,2040,8580,1963
13780,5/30/06,625000,4040100670,Single Family,4,2.25,2450,7260,1963
13781,3/14/11,430000,4040500100,Single Family,5,2.5,2620,7795,1961
13782,3/31/06,457000,4040600270,Single Family,4,2.5,2060,9197,1961
13783,3/23/07,449950,4040700020,Single Family,3,1.5,1200,8250,1961
13784,2/15/06,295000,4040700130,Single Family,4,2.75,1050,8447,1961
13785,8/1/07,527000,4040700130,Single Family,4,2.75,1050,8447,1961
13786,6/6/07,395000,4040800080,Single Family,4,1.75,1500,7700,1966
13787,9/11/09,375000,4040800120,Single Family,3,1,1220,7200,1965
13788,8/16/06,439950,4040800260,Single Family,4,1.5,1220,8521,1965
13789,2/7/06,414500,4040800410,Single Family,3,1.5,1210,8500,1963
13790,10/7/11,300000,4040800610,Single Family,3,1.5,1400,9020,1963
13791,3/27/06,950000,4045500565,Single Family,3,2.5,3080,29481,2000
13792,8/6/07,1070000,4045500565,Single Family,3,2.5,3080,29481,2000
13793,4/2/07,452000,4045500710,Single Family,2,0.75,1160,15029,1937
13794,9/26/07,329000,4045501080,Single Family,1,0.75,630,45866,1952
13795,11/9/06,775000,4045600010,Single Family,3,2.5,2790,24452,1998
13796,4/5/10,397000,4045700415,Single Family,4,2.5,2420,20000,1960
13797,5/24/07,720000,4045700508,Single Family,3,3.5,5620,49658,2007
13798,4/18/06,419000,4045700562,Single Family,3,1.75,1790,53578,1979
13799,3/23/07,160000,4045700656,Single Family,4,1.75,2170,25010,1964
13800,10/31/06,672500,4045900031,Single Family,4,3.25,2260,12800,1933
13801,9/1/06,598000,4045900108,Single Family,3,2.75,2770,15228,2005
13802,10/26/06,481000,4045900144,Single Family,4,2.75,3050,82764,1972
13803,4/21/08,506000,4046400050,Single Family,4,2.25,2020,8960,1969
13804,5/8/06,495000,4046400270,Single Family,4,2.5,3100,7215,1968
13805,7/23/12,250000,4046500060,Single Family,2,1,1090,21615,1983
13806,4/5/06,385000,4046500150,Single Family,4,2.5,1770,15483,1989
13807,6/20/07,425000,4046500150,Single Family,4,2.5,1770,15483,1989
13808,7/3/13,435000,4046500160,Single Family,3,2,1720,15000,2011
13809,6/24/08,339950,4046500260,Single Family,1,1,950,37787,1968
13810,10/10/12,224500,4046500260,Single Family,1,1,950,37787,1968
13811,5/30/07,410985,4046500320,Single Family,3,1.75,1660,16275,1990
13812,3/19/12,292800,4046500320,Single Family,3,1.75,1660,16275,1990
13813,11/17/10,400000,4046501170,Single Family,4,3.25,2460,44786,1992
13814,2/16/11,220000,4046600810,Single Family,3,1,1430,17550,1979
13815,4/18/12,290000,4046601420,Single Family,3,2,1570,14992,2001
13816,11/7/06,449000,4046601460,Single Family,3,2,1880,14653,1978
13817,4/16/10,323000,4046700050,Single Family,3,2.5,2970,15427,1978
13818,3/23/07,344000,4046700300,Single Family,3,2,1670,17071,1988
13819,10/31/06,354950,4046700360,Single Family,3,1.75,1660,15087,1979
13820,8/7/07,425000,4046710230,Single Family,4,2.75,2040,13103,1996
13821,10/15/07,333000,4046710270,Single Family,3,1.75,1640,12808,1979
13822,11/7/06,439000,4046710505,Single Family,3,3,2050,12166,2007
13823,3/8/07,625000,4047200055,Single Family,3,1.75,1600,20520,1988
13824,8/11/14,289275,4047200135,Single Family,3,2,2860,24046,1985
13825,4/19/06,625000,4047200300,Single Family,3,1.5,2605,12030,2003
13826,9/26/13,540000,4047200300,Single Family,3,1.5,2605,12030,2003
13827,5/28/06,525000,4047200380,Single Family,2,1.5,2730,19877,1976
13828,2/8/07,338466,4047200615,Single Family,3,1.75,1440,45302,1979
13829,6/20/06,701000,4048400170,Single Family,3,2.5,2670,37710,1929
13830,8/20/07,370000,4048400185,Single Family,2,0.75,760,33801,1931
13831,10/5/12,139950,4051100070,Single Family,3,1.75,1520,7790,1978
13832,6/22/06,271500,4051100350,Single Family,3,1.75,1340,6375,1978
13833,1/4/06,254000,4051100390,Single Family,3,1,1310,7125,1978
13834,12/5/07,302500,4051110140,Single Family,3,2,1410,7980,1979
13835,8/4/10,225000,4051110140,Single Family,3,2,1410,7980,1979
13836,2/6/06,257000,4051110290,Single Family,3,1.75,1340,7128,1979
13837,11/19/09,239995,4051150070,Single Family,3,1.5,1072,4339,2009
13838,12/10/09,267995,4051150080,Single Family,4,2.5,1613,4338,2009
13839,9/21/09,249416,4051150090,Single Family,3,2.5,1443,4337,2009
13840,10/18/09,255995,4051150100,Single Family,3,2.5,1427,4337,2009
13841,2/18/10,249995,4051150270,Single Family,3,2.5,1443,4957,2010
13842,11/9/11,355000,4053200255,Single Family,3,1.5,2190,18890,1958
13843,12/5/14,357000,4053200926,Single Family,4,2.75,2700,49428,1988
13844,10/24/06,369950,4053200978,Single Family,3,2.25,2870,24037,1978
13845,3/21/11,419000,4053201040,Single Family,4,2.5,2990,78775,1991
13846,8/10/09,1010000,4054500100,Single Family,4,4,5710,56568,1988
13847,7/24/14,985000,4054500180,Single Family,4,3.25,4030,36762,1988
13848,5/8/06,1079950,4054500200,Single Family,4,2.5,4230,49373,1988
13849,6/9/08,1900000,4054500390,Single Family,4,4.75,5310,57346,1989
13850,7/7/06,849900,4054540110,Single Family,4,2.5,3100,30021,1994
13851,1/16/07,985000,4054550030,Single Family,3,2.5,4040,37688,1993
13852,5/9/06,815000,4054560120,Single Family,3,3.5,3840,53696,1996
13853,8/8/13,902250,4054560260,Single Family,4,2.5,3440,37192,1995
13854,1/28/09,547000,4054700300,Single Family,4,2.75,3310,50951,1998
13855,3/10/06,682500,4054700350,Single Family,3,2.5,2620,46842,1998
13856,6/12/07,639950,4054710090,Single Family,3,2.5,2180,37042,1998
13857,5/25/06,679500,4054710190,Single Family,3,2.5,2620,51354,1998
13858,9/5/07,734686,4054720190,Single Family,3,2.75,3150,49968,1998
13859,8/5/11,689500,4055000020,Single Family,5,3,3470,27952,1994
13860,3/15/06,1825000,4055700161,Single Family,5,3.5,4200,23453,1906
13861,6/2/09,725000,4055700166,Single Family,4,3,3440,10500,1956
13862,8/22/11,486150,4055700167,Single Family,4,3,2840,13554,1974
13863,5/4/07,340000,4055700435,Single Family,3,2.5,3470,12450,2008
13864,4/18/06,735000,4055700540,Single Family,2,2,1800,17800,1959
13865,6/25/08,1150000,4055700645,Single Family,4,3.5,4620,19688,2001
13866,9/28/06,775000,4055700653,Single Family,3,2.5,1830,21245,1990
13867,5/21/07,555000,4055700751,Single Family,3,1.75,1470,22000,1951
13868,1/30/07,1135000,4055700921,Single Family,5,3.5,4120,57653,1966
13869,9/30/10,580000,4055701001,Single Family,3,2.25,2540,25000,1974
13870,1/18/07,380000,4057000010,Single Family,3,1.75,1850,16904,1958
13871,10/21/08,304000,4057300150,Townhouse,3,1.5,1150,3495,1988
13872,5/30/08,307950,4057300170,Townhouse,2,1.5,1140,2980,1988
13873,2/22/06,270000,4057300180,Townhouse,3,1.5,1140,3104,1988
13874,6/2/06,275000,4057300200,Townhouse,3,1.5,1150,3323,1988
13875,3/17/06,269000,4057300220,Townhouse,3,1.5,1150,3408,1988
13876,4/1/13,282950,4057300230,Townhouse,3,1.5,1150,3297,1988
13877,2/14/07,332500,4057300240,Townhouse,3,1.5,1150,2848,1988
13878,8/27/07,535000,4058200040,Single Family,3,1.75,2130,8742,1955
13879,12/4/08,296000,4058200520,Single Family,2,1,920,6292,1950
13880,7/5/13,225000,4058200680,Single Family,3,1,1060,9955,1949
13881,7/18/06,480800,4058200935,Single Family,3,3.5,2380,5100,1953
13882,6/23/09,330000,4058200970,Single Family,4,1.75,2320,5525,1954
13883,8/13/12,355000,4058200970,Single Family,4,1.75,2320,5525,1954
13884,5/3/10,475000,4058200985,Single Family,3,1.75,2180,7200,1954
13885,6/26/06,550000,4058200990,Single Family,4,2,2260,8341,1957
13886,7/17/09,350000,4058200990,Single Family,4,2,2260,8341,1957
13887,5/1/07,405000,4058201080,Single Family,2,1,1020,7260,1938
13888,1/24/06,300000,4058201220,Single Family,3,1,1240,7680,1950
13889,11/17/09,370000,4058800135,Single Family,5,3,2190,9652,1999
13890,3/2/11,305000,4058800170,Single Family,3,1.5,2260,7440,1950
13891,11/22/06,474950,4058800440,Single Family,5,3,3190,6930,2013
13892,7/10/14,416100,4058800500,Single Family,4,1.75,2320,5490,1956
13893,9/26/07,417000,4058800860,Single Family,4,2.5,2760,8487,1965
13894,6/5/06,350000,4058801310,Single Family,2,1,930,6900,1952
13895,7/3/06,425000,4058801500,Single Family,1,1.5,1870,7192,1941
13896,5/25/10,342000,4058801760,Single Family,3,1.75,1670,11400,1953
13897,3/9/07,546250,4058801825,Single Family,4,2.25,2430,8112,1972
13898,6/28/07,659880,4058801825,Single Family,4,2.25,2430,8112,1972
13899,9/22/10,273450,4058801910,Single Family,3,1,1360,6760,1945
13900,6/6/07,285950,4058801955,Single Family,4,2,1670,8558,1945
13901,3/28/06,286000,4058802085,Single Family,2,1,1640,7260,1943
13902,6/5/06,295000,4058802230,Single Family,3,1,1270,10500,1954
13903,1/12/07,325000,4058802230,Single Family,3,1,1270,10500,1954
13904,10/9/11,179000,4059400035,Single Family,2,1,960,6050,1944
13905,8/30/06,200000,4059400135,Single Family,3,2,1220,6050,1944
13906,1/25/06,215000,4059400425,Single Family,2,1,1620,6050,1944
13907,5/15/12,200000,4059400600,Single Family,3,1.75,1580,16500,1945
13908,4/30/09,279000,4060000020,Single Family,4,1.5,1580,10230,1945
13909,3/21/06,335000,4060000145,Single Family,4,1.75,1580,11100,1945
13910,5/24/06,328000,4060000150,Single Family,2,1,1310,10020,1945
13911,7/17/09,255000,4060000240,Single Family,2,1,880,6780,1945
13912,3/1/06,250000,4060000410,Single Family,3,2,1580,6600,1945
13913,8/22/07,265000,4060000475,Single Family,2,1,790,6050,1945
13914,8/7/06,1365000,4065100016,Single Family,4,3.5,3268,7621,1952
13915,9/2/10,895000,4068200015,Single Family,3,2.75,3170,5911,2008
13916,3/26/07,307000,4068300170,Single Family,3,2.25,1610,9375,1976
13917,3/19/07,350000,4069000050,Single Family,4,1.75,1650,22971,1978
13918,1/13/06,352000,4073200010,Single Family,2,1.75,1060,3600,1915
13919,5/2/07,835000,4073200053,Single Family,4,3,3790,7200,2001
13920,2/14/08,425000,4073200055,Single Family,3,2,1360,7200,1922
13921,4/12/06,400000,4073200146,Single Family,4,3.25,2320,8395,1963
13922,7/24/07,509950,4073200185,Single Family,3,1.75,1930,6300,1955
13923,5/24/13,797900,4073200212,Single Family,4,3.5,3490,7676,2011
13924,5/30/07,435000,4073200286,Single Family,2,1,1170,7200,1952
13925,10/2/06,509000,4073200291,Single Family,6,4.5,4180,7200,1952
13926,3/10/06,610000,4073200301,Single Family,4,3.25,2910,7200,1943
13927,4/25/07,500000,4073200364,Single Family,4,2.75,2573,7200,1949
13928,2/21/06,597000,4073800105,Single Family,5,2.5,2120,8400,1970
13929,4/10/08,429950,4074300035,Single Family,2,1,960,6000,1943
13930,7/17/09,700000,4074800165,Single Family,4,2.5,2400,7200,2007
13931,3/9/09,303000,4075300030,Single Family,3,1.5,1930,7200,1925
13932,6/30/11,675000,4077800017,Single Family,3,2,2740,6200,1947
13933,6/9/06,735000,4077800070,Single Family,4,2.75,2580,5514,1971
13934,6/25/09,720000,4077800070,Single Family,4,2.75,2580,5514,1971
13935,6/27/07,395000,4077800142,Single Family,2,1,1200,7830,1942
13936,4/1/09,315000,4077800220,Single Family,3,1,1130,9540,1950
13937,6/21/07,395000,4077800223,Single Family,2,1,1100,5617,1957
13938,1/16/07,383000,4077800231,Single Family,2,1.5,1290,10048,1949
13939,5/21/09,350000,4077800245,Single Family,4,1,1780,9744,1948
13940,8/23/06,535000,4077800248,Multiplex,6,3.75,4520,7214,1947
13941,7/27/07,849950,4077800298,Single Family,4,2.5,2910,7800,2007
13942,3/21/07,388500,4077800316,Single Family,3,1,1760,7546,1941
13943,9/6/07,300000,4077800359,Single Family,3,2.75,2640,7200,2012
13944,7/21/09,518000,4077800376,Single Family,5,2.25,2980,7781,1960
13945,2/17/06,425000,4077800386,Single Family,2,1,2040,7257,1949
13946,10/5/09,325000,4077800437,Single Family,3,1,1010,7200,1951
13947,4/26/13,305000,4077800437,Single Family,3,1,1010,7200,1951
13948,7/13/09,505000,4077800455,Single Family,4,3,2460,10401,1947
13949,4/6/06,309600,4077800458,Single Family,2,1,910,7985,1928
13950,10/24/07,544000,4077800497,Single Family,5,3,3280,10320,1916
13951,9/1/06,710000,4077800511,Single Family,3,2.5,2550,7700,2006
13952,9/27/06,370000,4080800065,Single Family,3,1,1810,14847,1924
13953,7/12/07,835000,4083300070,Single Family,4,2.5,2350,3150,1910
13954,3/8/06,414950,4083300096,Townhouse,2,1.5,1160,1008,2005
13955,7/20/10,515000,4083300595,Single Family,3,1,1430,4240,1924
13956,8/10/07,710000,4083300620,Single Family,3,1.75,2460,4240,1925
13957,5/8/07,1300000,4083301005,Single Family,5,3.5,4300,4800,2007
13958,12/18/06,679000,4083301150,Single Family,3,1.5,1690,3876,1914
13959,3/12/07,650000,4083301375,Single Family,4,1,1760,4004,1923
13960,6/21/06,649000,4083301705,Single Family,3,2.25,1990,3700,1924
13961,9/11/13,717500,4083302280,Single Family,5,2.75,2870,4560,1922
13962,11/8/07,411000,4083302380,Single Family,2,1,1040,3280,1921
13963,2/5/08,579000,4083302795,Single Family,3,1.75,1890,3600,1916
13964,1/5/07,570000,4083303195,Single Family,3,2,2100,4332,1913
13965,7/12/06,655000,4083303430,Single Family,4,2.5,2460,4200,1909
13966,4/18/06,775000,4083303700,Single Family,4,1,1720,4240,1927
13967,5/27/08,729000,4083303940,Single Family,4,1.75,2120,3420,1924
13968,8/25/06,930000,4083304405,Single Family,3,2.25,2100,3600,1909
13969,8/21/06,1075000,4083305085,Multiplex,6,3,2880,3192,1919
13970,1/19/06,405000,4083305485,Single Family,2,1,1130,2280,1926
13971,4/22/11,368000,4083305485,Single Family,2,1,1130,2280,1926
13972,10/2/08,505000,4083305940,Single Family,3,2,1680,4275,1951
13973,5/4/06,600000,4083306165,Single Family,3,2,2360,7280,1906
13974,6/14/07,499000,4083306175,Single Family,3,1.75,1080,3200,1926
13975,2/15/06,476000,4083306360,Single Family,2,1,830,3420,1921
13976,11/16/09,645000,4083306406,Townhouse,3,3.25,1840,1595,2009
13977,12/1/09,647000,4083306407,Townhouse,3,3.25,1840,1595,2009
13978,3/11/08,530000,4083306552,Townhouse,3,3.25,1460,1367,2008
13979,4/30/08,469950,4083306553,Townhouse,3,2.5,1390,1411,2008
13980,3/12/08,475000,4083306557,Townhouse,3,2.5,1390,1410,2008
13981,3/26/08,380000,4083306616,Townhouse,2,1.5,960,1000,2008
13982,1/30/14,383000,4083306616,Townhouse,2,1.5,960,1000,2008
13983,4/1/08,383000,4083306621,Townhouse,2,1.5,970,980,2008
13984,11/5/06,474950,4083306720,Multiplex,4,1.5,1790,3420,1923
13985,11/26/12,380000,4083800055,Single Family,3,1,1190,2500,1916
13986,7/17/09,749000,4083800240,Single Family,5,2.5,2030,3750,1910
13987,6/4/07,550500,4083800345,Single Family,4,2.25,1890,4300,1918
13988,4/25/06,449950,4083800390,Single Family,4,2.75,2030,3800,1914
13989,6/15/07,470000,4083800805,Single Family,2,1,900,3200,1916
13990,3/15/07,850000,4083801395,Single Family,3,2.75,1970,2600,1924
13991,4/20/11,380000,4083802425,Single Family,3,1.5,2240,3750,1952
13992,2/28/08,474000,4083802613,Townhouse,2,2.5,1210,1238,2008
13993,6/25/08,509950,4083802616,Townhouse,3,2.5,1370,1310,2008
13994,10/11/07,725000,4086300055,Multiplex,5,3,2560,2669,1909
13995,7/17/07,485000,4092300111,Townhouse,3,3.25,1430,1175,2005
13996,3/16/09,410000,4092300112,Townhouse,3,3.5,1320,1250,2005
13997,7/10/09,335000,4092300211,Townhouse,3,2.25,990,736,2009
13998,7/22/08,395000,4092302094,Townhouse,3,2.5,1270,1187,2008
13999,1/9/09,305000,4092302095,Townhouse,2,2.5,1150,1162,2008
14000,11/19/12,320000,4092302095,Townhouse,2,2.5,1150,1162,2008
14001,8/26/08,382000,4092302136,Townhouse,3,2.5,1300,1164,2008
14002,12/9/08,335000,4092302138,Townhouse,3,2.25,1300,1138,2008
14003,6/13/08,727950,4093300050,Single Family,4,2.5,3030,11788,1967
14004,4/23/07,1370000,4094800190,Single Family,4,2.5,3160,13194,1965
14005,5/16/11,799000,4094800400,Single Family,4,2.75,2370,12840,1965
14006,11/18/09,520000,4099100040,Single Family,3,2.75,2170,3987,1996
14007,9/5/08,625000,4099100070,Single Family,3,2.5,2540,3871,1996
14008,8/10/12,534278,4099100080,Single Family,3,2.5,2500,3968,1996
14009,4/11/06,612037,4099100130,Single Family,3,2.5,2500,3864,1996
14010,4/5/06,570000,4099500470,Single Family,2,1,820,6000,1920
14011,6/12/06,575000,4099501241,Single Family,2,1.75,990,3200,2001
14012,3/2/11,484000,4100000070,Single Family,5,2.75,1920,11804,1960
14013,9/27/06,675000,4100000110,Single Family,5,2.25,1970,9996,1962
14014,8/6/08,1750000,4100500030,Single Family,4,4.5,4650,10645,2006
14015,4/21/15,675000,4101410050,Single Family,4,1.75,1900,8800,1975
14016,2/24/09,550000,4101410210,Single Family,4,2.5,2050,8000,1975
14017,4/9/07,770000,4104900320,Single Family,4,2.5,2650,10602,1989
14018,9/4/12,465000,4104900520,Single Family,5,2.5,2440,9665,1989
14019,3/28/06,530900,4104900550,Single Family,3,2.5,2450,10405,1989
14020,8/7/08,630000,4104900650,Single Family,4,2.5,3030,9870,1990
14021,3/7/11,550000,4104910100,Single Family,3,2.5,2820,19660,1995
14022,4/26/06,1700000,4107100141,Single Family,2,1,1770,33287,1922
14023,5/30/06,2427500,4107100163,Single Family,6,6,6000,13200,2000
14024,4/3/07,2150000,4107100202,Single Family,3,2.25,2740,19800,1951
14025,2/22/12,1620000,4107100204,Single Family,4,3.25,3860,17820,1975
14026,9/28/06,365000,4109600135,Single Family,2,1,880,3100,1907
14027,5/1/12,460000,4109600195,Single Family,4,2.75,2310,5000,1908
14028,3/8/10,267500,4109600325,Single Family,3,2.75,2220,5554,1947
14029,7/9/13,461000,4109600325,Single Family,3,2.75,2220,5554,1947
14030,10/4/06,485000,4112100165,Single Family,3,3,2010,2554,2001
14031,6/22/09,425000,4112100165,Single Family,3,3,2010,2554,2001
14032,7/28/06,1059000,4113800110,Single Family,3,2.5,3510,10693,1996
14033,6/21/10,495000,4113800500,Single Family,3,2.5,2490,7589,1991
14034,11/18/08,512000,4113800550,Single Family,4,2.5,2440,7322,1991
14035,9/4/13,492000,4113810070,Single Family,3,2.5,2000,17458,1993
14036,9/21/11,1175000,4114600360,Single Family,4,2.5,2870,6300,1985
14037,8/10/06,769950,4122100035,Single Family,3,1.75,1960,19276,1954
14038,10/15/12,750000,4122500010,Single Family,5,1.5,2420,15522,1956
14039,2/11/15,1191000,4122500100,Single Family,5,2.5,2710,14989,1959
14040,5/15/09,440000,4123400330,Single Family,4,1.75,1630,7271,1973
14041,5/21/09,525000,4123400340,Single Family,4,2.25,1580,7307,1973
14042,7/18/07,415000,4123800060,Single Family,3,2,1650,7114,1989
14043,3/2/06,284000,4123800200,Single Family,3,2.25,1670,6618,1985
14044,5/24/06,241000,4123800260,Single Family,4,2.25,1600,6202,1986
14045,2/9/06,285000,4123800290,Single Family,2,1,1340,6203,1986
14046,2/6/15,176000,4123800320,Single Family,4,1.75,1340,5434,1986
14047,5/9/06,355000,4123800580,Single Family,4,2.5,2470,6116,1985
14048,4/7/11,350000,4123810070,Single Family,4,2.75,2040,11349,1987
14049,5/24/06,400000,4123810090,Single Family,3,2.25,2140,10256,1987
14050,6/26/06,380000,4123810140,Single Family,3,2,1970,7000,1986
14051,4/3/06,399990,4123820310,Single Family,3,2.5,2280,7065,1988
14052,1/17/12,340000,4123840050,Single Family,4,2.5,2570,7859,1992
14053,1/25/07,412000,4123840150,Single Family,3,2.5,2120,6557,1991
14054,5/17/06,407000,4123840170,Single Family,3,2.5,2120,7280,1991
14055,10/30/06,425000,4123840630,Single Family,4,2.5,2220,6020,1990
14056,8/16/13,355000,4124000350,Single Family,4,2.5,1830,15113,1986
14057,5/8/13,448000,4127000050,Single Family,3,2.5,1540,7120,1938
14058,4/27/06,599950,4127000375,Single Family,4,2.5,2420,10945,1964
14059,5/11/06,688000,4127000376,Single Family,4,2.5,3170,13798,2006
14060,6/14/07,480000,4127000415,Single Family,4,1.75,1780,17596,1988
14061,8/20/07,355000,4127000475,Single Family,1,1.75,1790,18867,1983
14062,1/11/07,469166,4127000485,Single Family,4,2.5,2150,20037,1985
14063,3/15/12,351200,4127950090,Single Family,4,2.75,2780,8330,1998
14064,12/2/09,847500,4128500210,Single Family,4,2.5,3490,7494,2000
14065,2/27/08,1097000,4128500380,Single Family,4,2.5,4280,12796,1999
14066,2/15/08,967500,4128500400,Single Family,4,2.5,3520,7595,1998
14067,7/23/07,1390000,4131900015,Single Family,5,4.5,4460,11815,2009
14068,8/19/11,1240000,4131900042,Single Family,5,4.25,6490,10862,1991
14069,7/26/07,1450000,4134300045,Single Family,3,1.75,1740,14525,1939
14070,6/15/11,1270000,4134300055,Single Family,2,2.75,2440,14841,1978
14071,11/8/06,310000,4136800205,Single Family,2,2,750,6553,1945
14072,12/11/13,140000,4136800205,Single Family,2,2,750,6553,1945
14073,3/19/09,310000,4136870240,Single Family,4,2.5,2230,7446,1996
14074,8/28/07,382500,4136870310,Single Family,4,2.5,2420,6635,1996
14075,8/21/06,432000,4136880170,Single Family,4,2.75,2500,10074,1996
14076,1/22/07,369000,4136880360,Single Family,4,2.5,1930,10329,1995
14077,12/6/11,265000,4136880460,Single Family,4,2.5,2010,7226,1995
14078,9/23/10,320000,4136880520,Single Family,4,2.5,2580,8562,1996
14079,12/9/11,269000,4136880540,Single Family,3,2.5,2070,8720,1995
14080,6/9/10,364950,4136890440,Single Family,5,2.5,2400,11039,1998
14081,8/1/07,359950,4136900070,Single Family,4,2.25,1930,7133,1998
14082,7/2/07,395000,4136900150,Single Family,4,2.5,2070,7820,1998
14083,6/12/12,304000,4136900160,Single Family,4,2.5,2400,7820,1998
14084,2/23/07,327000,4136900220,Single Family,3,2,1570,9920,1997
14085,5/7/09,300000,4136900330,Single Family,4,2.5,1920,7864,1998
14086,4/25/12,245000,4136920010,Single Family,3,2,1920,8607,1996
14087,8/10/11,338000,4136920030,Single Family,4,1.5,2670,10026,1996
14088,7/3/07,507500,4136930440,Single Family,4,2.75,3050,7478,1999
14089,8/25/06,339950,4136940030,Single Family,3,2.5,1760,7004,1996
14090,6/22/06,347000,4136940050,Single Family,3,2.5,1990,6749,1996
14091,11/27/07,309000,4136950070,Single Family,3,2.5,1500,7401,1998
14092,8/4/06,353800,4136950080,Single Family,4,2.5,1950,7361,1998
14093,8/1/08,310000,4136950200,Single Family,3,2.5,1720,6194,1998
14094,6/24/09,305000,4136980040,Single Family,3,1.75,1720,27600,2003
14095,1/24/13,535000,4136980090,Single Family,4,4.25,4883,26040,2006
14096,6/11/12,254900,4137000070,Single Family,3,2.5,2240,7500,1985
14097,7/11/06,392500,4137000250,Single Family,4,2.5,2130,9268,1985
14098,1/7/14,257000,4137000280,Single Family,3,2.5,1630,8346,1990
14099,6/7/11,217000,4137000510,Single Family,3,2.25,1940,7846,1984
14100,6/15/06,357500,4137000540,Single Family,4,2.25,2140,8874,1986
14101,6/14/06,379950,4137000590,Single Family,4,2.25,2140,9377,1986
14102,5/25/07,399950,4137000600,Single Family,4,2.25,2230,8442,1987
14103,10/19/09,317000,4137000630,Single Family,3,2.5,2630,7891,1988
14104,8/22/14,205000,4137010310,Single Family,3,2,1800,11419,1989
14105,10/19/06,361000,4137010510,Single Family,4,2.5,2130,13749,1990
14106,12/19/06,328000,4137010520,Single Family,3,2,2070,10149,1990
14107,8/14/06,499999,4137010590,Single Family,4,2.5,3040,24123,1999
14108,5/15/06,295000,4137020450,Single Family,3,1.75,1610,9375,1988
14109,7/12/07,331000,4137020510,Single Family,3,2.5,1560,8955,1988
14110,3/1/06,285000,4137020820,Single Family,4,3,1840,7510,1988
14111,3/14/06,270000,4137040080,Single Family,3,2.5,1900,8516,1990
14112,11/10/08,300000,4137040280,Single Family,5,3,2600,11296,1990
14113,10/26/11,273750,4137060270,Single Family,4,2.5,2460,10320,1993
14114,8/17/06,399950,4137070010,Single Family,3,2.5,2260,7737,1994
14115,1/24/09,249950,4137070070,Single Family,3,2.5,2000,7655,1995
14116,3/5/10,285000,4137070230,Single Family,4,2.5,2110,6014,1993
14117,5/3/07,429950,4137070810,Single Family,5,2.75,2490,9069,1995
14118,4/1/09,1440000,4139300010,Single Family,4,3.5,3770,9975,2005
14119,8/13/08,2550000,4139300135,Single Family,5,4.75,5780,17004,2006
14120,6/8/09,745000,4139380050,Single Family,4,3.5,3280,6603,2007
14121,3/30/12,750000,4139380050,Single Family,4,3.5,3280,6603,2007
14122,2/17/11,687500,4139400240,Single Family,3,2.75,2940,8442,1992
14123,11/10/08,730000,4139400580,Single Family,3,2.5,2570,9839,1991
14124,3/20/06,715000,4139400680,Single Family,3,2.5,2730,6604,1993
14125,9/1/08,730000,4139400710,Single Family,4,2.5,2380,9614,1991
14126,7/26/06,1233750,4139420190,Single Family,4,5,5310,16909,1992
14127,3/1/10,1650000,4139420260,Single Family,4,5.25,6020,18374,2003
14128,3/21/07,1325000,4139420410,Single Family,5,5,6920,17909,1992
14129,9/8/06,1600000,4139420530,Single Family,4,3.5,4650,14533,2000
14130,6/26/12,1304000,4139420530,Single Family,4,3.5,4650,14533,2000
14131,6/8/10,812500,4139430120,Single Family,4,4,3660,12832,1993
14132,10/30/09,1120000,4139430250,Single Family,5,4.5,4970,16582,1992
14133,1/9/07,865000,4139430370,Single Family,4,2.5,3000,13137,1992
14134,1/27/06,720000,4139430380,Single Family,3,2.5,2580,11373,1993
14135,9/6/06,970000,4139430390,Single Family,3,2.5,3400,12157,1995
14136,5/5/06,1400000,4139430460,Single Family,2,3.25,4560,13350,1995
14137,1/6/10,975000,4139430560,Single Family,4,2.5,3830,14973,1998
14138,2/8/11,950000,4139430560,Single Family,4,2.5,3830,14973,1998
14139,5/2/07,1600000,4139430760,Single Family,4,3.5,4760,14797,2000
14140,10/19/06,952540,4139430810,Single Family,3,2.5,2979,17313,1993
